loss,mean_absolute_percentage_error,val_loss,val_mean_absolute_percentage_error
0.04918561364387129,464330.6022063317,0.021142627391964198,56.668850326538085
0.016808272726004634,328587.91033360705,0.017247428491604155,53.950195759993335
0.013057072171041096,255628.27363259805,0.012805733973017106,39.46148749131423
0.012478809996646512,256829.71324321334,0.012986746838746163,37.44816116919884
0.011827333093409756,234751.60087208007,0.017044009125003447,49.0458618750939
0.011207472019284891,263442.6282201127,0.014254567585885525,37.41104982816256
0.010655294531830726,276472.99587317003,0.011154488803675542,34.904005080003
0.01026747202134527,248435.9208798087,0.010217818001715036,32.98588101313664
0.009330626970927203,264555.3286213491,0.012769379130063149,38.76159555728619
0.008756733802090468,252827.85772201823,0.0124733191395465,38.96456588598398
0.007978262352529433,239832.6847915479,0.009428105696749229,38.563207978468675
0.00849709093985303,255173.36135026635,0.007917410092285046,32.211297372671275
0.0076061599172203885,261521.93400347978,0.0070982996517649066,28.977323620135966
0.007008078993032562,259749.5920911211,0.007173197859754929,32.81572958139273
0.006497608580960189,273008.22508134384,0.010059779724822594,31.90663689833421
0.006663325786663205,240108.20034956603,0.006815448123961687,27.202820821908805
0.0058949926257539,265093.8504423936,0.007488816415962691,20.666424252436713
0.00617119044203169,246257.0338785232,0.007737153682571191,17.2170261823214
0.005637457372225779,240832.3589851401,0.005369615452722288,19.915210320399357
0.005918076238803003,261244.55998442718,0.004434733559341672,19.602716798048753
0.0053001840891669086,243591.2592640504,0.004510570596903562,17.11310285421518
0.005715551506576622,246161.15764126286,0.00440807511152413,21.268483088566708
0.005249002071552941,248316.9666675518,0.008247119106817991,23.42275191086989
0.005104839122777761,237074.127250291,0.008430513116316153,20.29830081646259
0.00530904945694243,249695.1000200019,0.004775068891467527,17.265914293435905
0.004699453116855323,248126.84889720727,0.005580272488385582,23.825122062976543
0.0050655900149671985,228726.17858506023,0.004521104159693305,14.34564076937162
0.0046546767048906935,236186.40232007703,0.005356120912788006,15.21454315185547
0.004823333154425667,221230.86819360705,0.005455613450612873,14.251041104243352
0.004768321180154791,222519.12838538812,0.003254617099614384,12.871641071026142
0.00461436206418915,220772.27357556508,0.0036705530705288627,16.909521308312048
0.004389738268162193,216949.0764416246,0.0033659976101122224,12.956127020028921
0.004502716913227685,199614.38047969487,0.0038024376827077225,16.22426282442533
0.004216666006922698,200665.36695145824,0.0032399679368469293,13.736127945093008
0.004154727298306388,207369.59543981173,0.0032966504312263657,13.16436223250169
0.004097992672140852,202522.91240966154,0.002804015168490318,12.135944828620325
0.004098823439302626,203873.2192896588,0.004058679807572984,13.250427612891563
0.00379052166702191,194310.99321839405,0.003661897601201557,12.224341950049768
0.003942340894040117,196519.7340954084,0.003028909562048144,13.708656670497014
0.0037468648823938966,196950.148979579,0.004349513654597103,12.396933658306414
0.0037816184072412555,190984.17868272547,0.0031839993227129946,11.407623415726881
0.0037274292702722317,180668.7903207768,0.0028213896591646167,10.90535533611591
0.003615569858376775,181030.02408202735,0.003063510462211875,13.524827869121845
0.003472240664599014,187141.43639073576,0.003079964954388113,12.129493728050818
0.003543935658653803,172090.23810423768,0.0025705350880833484,10.93735124881451
0.0034155939453357873,186214.79575732624,0.002316240998558127,11.176243297870343
0.0033448775734670707,173919.97286393872,0.002760055009275675,15.373552454434908
0.0033771475174810034,180486.715413711,0.002790285011108678,10.591102380018969
0.0034290748662720067,174937.60871231876,0.002665541473274621,10.625525606595552
0.0032090854942253893,172423.60652902588,0.003749374725605146,12.829627660604624
0.003192797088148231,173627.75590731902,0.0025101451803213703,10.227729151799128
0.003307429691178953,182566.33407716418,0.002544246823526919,10.405727078364446
0.0033117534489099276,173434.88643304282,0.0023357013016580964,10.514678008739764
0.0031262487159840683,172045.5173173009,0.002341370134560678,11.337176748422475
0.0029068279014272383,176386.12588984243,0.0022067881198241735,10.61611649439885
0.0030460476965713827,168282.37884109956,0.002256636119161088,9.966145383394682
0.0029812829129611217,173009.29818289692,0.002430131701895824,13.67431995685284
0.0032821029776844983,173072.08141766014,0.002217608634964563,10.00822759775015
0.0030015093636805695,177017.04815782676,0.0025269833608315543,10.366517287034254
0.0031195877040081955,174631.93777912288,0.0023052626074506685,9.79669189453125
